rank,product,metric,fold,fold_idx,cutoff,model,MAE,RMSE,sMAPE,ActualSum,ForecastSum,SumPctErr
6,Biscoff Jar Cake,qty,CV-1,1,2025-06-16,LightGBM,35.49108190126384,41.52698248690576,48.063418659441595,786.0,1245.389681177814,58.4465243228771
7,Dream Cake,qty,CV-1,1,2025-06-16,Prophet,12.696432140234666,15.59649768057949,50.18430620812815,289.0,365.4489290011033,26.452916609378303
7,Dream Cake,qty,CV-1,1,2025-06-16,AutoARIMA,6.560643823770307,9.760007975658448,30.267063617707805,289.0,289.74880621718194,0.25910249729478774
7,Dream Cake,qty,CV-1,1,2025-06-16,AutoETS,6.7907335769118955,10.114986431472538,31.572262212122094,289.0,254.43728438517812,-11.959417167758438
7,Dream Cake,qty,CV-1,1,2025-06-16,Croston,6.553300595181702,9.75991144234954,30.24338669415627,289.0,288.5078005857078,-0.17031121601806287
7,Dream Cake,qty,CV-1,1,2025-06-16,LightGBM,7.592862870747856,10.481948029253317,34.705136144655995,289.0,298.6837984446415,3.3507953095645417
8,Tiramisu Cake,qty,CV-1,1,2025-06-16,Prophet,13.986950362585528,19.772384819928746,35.86822429671624,498.0,388.22089740040724,-22.04399650594232
8,Tiramisu Cake,qty,CV-1,1,2025-06-16,AutoARIMA,13.4585194873195,18.981027044887444,34.64041775968184,498.0,393.1275099599985,-21.058732939759334
8,Tiramisu Cake,qty,CV-1,1,2025-06-16,AutoETS,13.57277910647213,19.08952355566047,35.02187130386068,498.0,392.7427985408404,-21.135984228746906
8,Tiramisu Cake,qty,CV-1,1,2025-06-16,Croston,14.81384196836812,21.298774635867183,38.83240594677847,498.0,336.4921414691575,-32.43129689374347
8,Tiramisu Cake,qty,CV-1,1,2025-06-16,LightGBM,16.518590276705766,22.564929487995364,45.226123164926,498.0,321.7150425504971,-35.39858583323351
9,Butterscotch Cake,qty,CV-1,1,2025-06-16,Prophet,15.690446960996315,21.362494481702047,29.920394048357778,672.0,650.3353106546421,-3.2239121049639796
9,Butterscotch Cake,qty,CV-1,1,2025-06-16,AutoARIMA,14.1489371339325,19.22329180478898,27.825745525041523,672.0,553.6337354319769,-17.61402746547963
9,Butterscotch Cake,qty,CV-1,1,2025-06-16,AutoETS,13.55664216627604,20.385352791601203,25.863283971423357,672.0,562.3091579664499,-16.323041969278286
9,Butterscotch Cake,qty,CV-1,1,2025-06-16,Croston,13.67958694905302,18.639216150399292,26.10812713620913,672.0,649.2833981299867,-3.380446706847214
9,Butterscotch Cake,qty,CV-1,1,2025-06-16,LightGBM,17.18368959890577,23.98129439293752,35.682393128183485,672.0,489.3990915231619,-27.172754237624712
10,Choco Vanilla Cake,qty,CV-1,1,2025-06-16,Prophet,10.763834829032369,13.89716690241709,37.551078245478294,379.0,357.31047655663474,-5.722829404581862
10,Choco Vanilla Cake,qty,CV-1,1,2025-06-16,AutoARIMA,14.821909808159822,17.34292226097436,47.496075738877316,379.0,511.98610822557293,35.08868290912215
10,Choco Vanilla Cake,qty,CV-1,1,2025-06-16,AutoETS,11.264952234891675,14.268934567665152,38.72321273732465,379.0,414.5697006166788,9.385145281445594
10,Choco Vanilla Cake,qty,CV-1,1,2025-06-16,Croston,13.396720716699823,15.92579250024422,44.22420865945818,379.0,477.5779715888956,26.010018888890656
10,Choco Vanilla Cake,qty,CV-1,1,2025-06-16,LightGBM,9.170760857665085,13.410896548617762,30.976442727983144,379.0,389.33406303864984,2.726665709406291
1,Choco Truffle Cake,qty,CV-2,2,2025-09-15,Prophet,67.17916001643037,83.77686725277809,19.300186782448776,4609.0,4459.168625568816,-3.250843446109429
1,Choco Truffle Cake,qty,CV-2,2,2025-09-15,AutoARIMA,56.49349534967195,71.20097829568343,16.12974030283508,4609.0,4249.562019106046,-7.798610997916118
1,Choco Truffle Cake,qty,CV-2,2,2025-09-15,AutoETS,72.52215344403473,89.1740945422415,20.86336645853476,4609.0,4061.7512135916254,-11.873482022312315
1,Choco Truffle Cake,qty,CV-2,2,2025-09-15,Croston,70.66244243302158,85.8133045323755,20.293356809725523,4609.0,4161.682409606451,-9.705306799599674
1,Choco Truffle Cake,qty,CV-2,2,2025-09-15,LightGBM,99.61588278207608,115.44287005559109,30.672773250949607,4609.0,3923.1620889794135,-14.880405967033772
2,Pineapple Cake,qty,CV-2,2,2025-09-15,Prophet,20.102836913408,28.501458279947126,22.258828608657875,1231.0,1132.3081670221563,-8.017208202911752
2,Pineapple Cake,qty,CV-2,2,2025-09-15,AutoARIMA,18.63377757257388,23.68612514765484,21.594282350531913,1231.0,1135.9250797123054,-7.723389137911825
2,Pineapple Cake,qty,CV-2,2,2025-09-15,AutoETS,16.85073264153884,25.20901208568782,18.558928067400096,1231.0,1169.7420611933119,-4.976274476579051
2,Pineapple Cake,qty,CV-2,2,2025-09-15,Croston,16.80256966282025,25.106004284557557,18.502389494399903,1231.0,1177.3657269833773,-4.356967751147256
2,Pineapple Cake,qty,CV-2,2,2025-09-15,LightGBM,18.893761151817966,27.380357940328103,20.337276725906513,1231.0,1216.3392966252686,-1.1909588444135972
3,Fresh Fruit Cake,qty,CV-2,2,2025-09-15,Prophet,25.191627912909333,30.745720486838625,28.17269080454406,1215.0,1041.5522367016958,-14.275536073934497
3,Fresh Fruit Cake,qty,CV-2,2,2025-09-15,AutoARIMA,26.180001420925656,31.04820172413779,29.858560134479944,1215.0,950.2207300949503,-21.79253250247322
3,Fresh Fruit Cake,qty,CV-2,2,2025-09-15,AutoETS,25.97535209868103,33.49915238945299,28.917489515091148,1215.0,950.8373465389552,-21.74178217786377
3,Fresh Fruit Cake,qty,CV-2,2,2025-09-15,Croston,29.08761419001833,36.438614436648706,33.08523970455924,1215.0,899.6881335429892,-25.951593947079076
3,Fresh Fruit Cake,qty,CV-2,2,2025-09-15,LightGBM,33.834569665919474,39.394991327632866,40.5573371766546,1215.0,846.0375087473559,-30.367283230670296
4,Ferrero Rocher Cake,qty,CV-2,2,2025-09-15,Prophet,34.11659944157618,40.01420630925404,69.52346093569251,799.0,373.10884729706805,-53.30302286644956
4,Ferrero Rocher Cake,qty,CV-2,2,2025-09-15,AutoARIMA,22.369230019130427,29.085486027616813,39.3250656943085,799.0,560.5965231872644,-29.837731766299818
4,Ferrero Rocher Cake,qty,CV-2,2,2025-09-15,AutoETS,25.343159690105836,32.08110319294204,45.98315836429616,799.0,504.134334718304,-36.9043385834413
4,Ferrero Rocher Cake,qty,CV-2,2,2025-09-15,Croston,26.554831668769317,33.152939705032715,48.858285583633965,799.0,489.02122254345323,-38.795841984549035
4,Ferrero Rocher Cake,qty,CV-2,2,2025-09-15,LightGBM,16.63491328304614,20.75855147000478,28.45854078043091,799.0,722.76343993152,-9.541496879659576
5,Belgium Choco Mousse Cake,qty,CV-2,2,2025-09-15,Prophet,13.799009460850042,19.34917300769921,30.762946124643374,596.0,519.2823454579698,-12.872089688260106
5,Belgium Choco Mousse Cake,qty,CV-2,2,2025-09-15,AutoARIMA,14.233607378395051,19.145496503499952,31.847376616249175,596.0,451.1704113976909,-24.3002665440116
5,Belgium Choco Mousse Cake,qty,CV-2,2,2025-09-15,AutoETS,17.035504260241392,22.335498774340596,39.69207192803918,596.0,398.63173203809225,-33.11548120166237
5,Belgium Choco Mousse Cake,qty,CV-2,2,2025-09-15,Croston,17.06547673041843,22.344487186931005,39.78630723530902,596.0,398.88160361769854,-33.07355643998346
5,Belgium Choco Mousse Cake,qty,CV-2,2,2025-09-15,LightGBM,15.201515801962248,18.350129392739685,35.28184639283924,596.0,513.1474244903081,-13.901438843908029
6,Biscoff Jar Cake,qty,CV-2,2,2025-09-15,Prophet,42.907403340808855,52.90807459278347,81.08744249062477,1038.0,652.8933926754372,-37.10082922201954
6,Biscoff Jar Cake,qty,CV-2,2,2025-09-15,AutoARIMA,20.916668771782117,27.135460198308454,27.212975443667283,1038.0,829.2314419520911,-20.112577846619352
6,Biscoff Jar Cake,qty,CV-2,2,2025-09-15,AutoETS,21.11970139387819,27.310043979046828,27.52299813786367,1038.0,825.4189404927316,-20.47987085811834
6,Biscoff Jar Cake,qty,CV-2,2,2025-09-15,Croston,21.080305980273803,27.276009452335,27.46275280030902,1038.0,826.1586988148589,-20.40860319702708
6,Biscoff Jar Cake,qty,CV-2,2,2025-09-15,LightGBM,18.187601526768034,24.493672915447377,23.490343443636824,1038.0,976.3042561200349,-5.943713283233633
7,Dream Cake,qty,CV-2,2,2025-09-15,Prophet,10.352795895315406,13.160653436195183,29.01262591926414,497.0,482.1107594119675,-2.9958230559421573
7,Dream Cake,qty,CV-2,2,2025-09-15,AutoARIMA,17.740483584281712,20.59626179642376,55.03586724659763,497.0,286.4416612960355,-42.365862918302724
7,Dream Cake,qty,CV-2,2,2025-09-15,AutoETS,16.790470494543946,19.69972936118253,51.19160914305094,497.0,301.484539921445,-39.33912677636921
7,Dream Cake,qty,CV-2,2,2025-09-15,Croston,17.72168551516082,20.578795901813546,54.958305577792274,497.0,286.73046799434735,-42.307752918642386
7,Dream Cake,qty,CV-2,2,2025-09-15,LightGBM,17.315964384171973,20.54492141660027,51.16977227648331,497.0,376.99785621525814,-24.145300560310233
8,Tiramisu Cake,qty,CV-2,2,2025-09-15,Prophet,20.02824977716029,28.322857483659718,37.53205811756784,705.0,490.8701051917089,-30.3730347245803
8,Tiramisu Cake,qty,CV-2,2,2025-09-15,AutoARIMA,20.13148641920603,28.92186155549891,37.768257772363135,705.0,486.69252343346176,-30.96559951298415
8,Tiramisu Cake,qty,CV-2,2,2025-09-15,AutoETS,19.02218322109174,27.74566655806613,35.01133661851496,705.0,518.1247007671657,-26.507134642955222
8,Tiramisu Cake,qty,CV-2,2,2025-09-15,Croston,22.74143635088763,31.305361061042852,44.32229695743335,705.0,438.1885840777767,-37.84559091095366
8,Tiramisu Cake,qty,CV-2,2,2025-09-15,LightGBM,15.734173391041832,20.097045445033217,28.831737920569534,705.0,662.3371506489854,-6.051467993051722
9,Butterscotch Cake,qty,CV-2,2,2025-09-15,Prophet,26.713816443546133,32.36827646491629,41.769927025062294,950.0,623.8114011598992,-34.3356419831685
9,Butterscotch Cake,qty,CV-2,2,2025-09-15,AutoARIMA,28.88824661970776,33.53108496371904,45.89137702920008,950.0,583.8137864554194,-38.54591721521901
9,Butterscotch Cake,qty,CV-2,2,2025-09-15,AutoETS,26.396911128301593,31.3738001423205,40.47130207584612,950.0,636.8110926651844,-32.96725340366479
9,Butterscotch Cake,qty,CV-2,2,2025-09-15,Croston,18.598610425853717,24.117331112097133,26.54985468900054,950.0,776.690691147246,-18.243085142395163
9,Butterscotch Cake,qty,CV-2,2,2025-09-15,LightGBM,21.28156533752828,24.178092782851078,30.64821707294633,950.0,856.250664772753,-9.868351076552315
10,Choco Vanilla Cake,qty,CV-2,2,2025-09-15,Prophet,19.349717833158206,24.02983520486856,53.7413255128188,543.0,304.4931663093531,-43.92391044026646
10,Choco Vanilla Cake,qty,CV-2,2,2025-09-15,AutoARIMA,11.268697590548234,14.568311353709042,28.36796164831817,543.0,535.136630934217,-1.4481342662583776
10,Choco Vanilla Cake,qty,CV-2,2,2025-09-15,AutoETS,15.000752569038385,17.856602879903487,38.8975431488433,543.0,408.50691731037904,-24.768523515583972
10,Choco Vanilla Cake,qty,CV-2,2,2025-09-15,Croston,11.310818157017955,14.664518852184935,28.50826127509099,543.0,519.8239104879887,-4.268156447884226
10,Choco Vanilla Cake,qty,CV-2,2,2025-09-15,LightGBM,10.700556092039422,13.595687131043046,26.595491408706174,543.0,574.3123625661585,5.76654927553564
1,Choco Truffle Cake,qty,CV-3,3,2025-12-15,Prophet,90.48529761577866,99.63908066546745,29.58780907659502,3612.0,4670.130592550974,29.2948669034046
1,Choco Truffle Cake,qty,CV-3,3,2025-12-15,AutoARIMA,76.00750076622029,82.79192151287764,25.66869891295266,3612.0,4346.602360364728,20.337828360042305
1,Choco Truffle Cake,qty,CV-3,3,2025-12-15,AutoETS,85.20418878685024,95.86632064368898,28.399647789762405,3612.0,4541.055386921133,25.7213562270524
1,Choco Truffle Cake,qty,CV-3,3,2025-12-15,Croston,76.75615423807254,88.25754814304118,26.0289376586574,3612.0,4426.890006021296,22.560631395938437
1,Choco Truffle Cake,qty,CV-3,3,2025-12-15,LightGBM,82.02902566631974,99.86735355312597,25.47309589046975,3612.0,4528.4453045279315,25.372239881725676
2,Pineapple Cake,qty,CV-3,3,2025-12-15,Prophet,31.99063936214058,35.90222006659345,36.809311168030476,968.0,1383.8783117078274,42.962635507006965
2,Pineapple Cake,qty,CV-3,3,2025-12-15,AutoARIMA,18.115218164679757,24.0861748899778,23.71187504329991,968.0,1196.2663801211293,23.58123761581914
2,Pineapple Cake,qty,CV-3,3,2025-12-15,AutoETS,20.199618583540605,25.527125816903666,25.91133828446035,968.0,1229.794140056215,27.044849179361048
2,Pineapple Cake,qty,CV-3,3,2025-12-15,Croston,20.22795794487574,25.553555478441574,25.94027542659142,968.0,1230.2295356985453,27.08982806803154
2,Pineapple Cake,qty,CV-3,3,2025-12-15,LightGBM,23.110670285137108,27.94609624198954,29.35683909958146,968.0,1121.0787575638244,15.813921235932273
3,Fresh Fruit Cake,qty,CV-3,3,2025-12-15,Prophet,26.63471202693069,31.174049675139432,45.323769886911876,710.0,1012.8928248460323,42.66096124592005
3,Fresh Fruit Cake,qty,CV-3,3,2025-12-15,AutoARIMA,47.35558542065754,51.31334935588322,65.68184487745286,710.0,1325.622610468548,86.70740992514759
3,Fresh Fruit Cake,qty,CV-3,3,2025-12-15,AutoETS,47.761661791015186,51.85877927727599,66.06053947512844,710.0,1330.9016032831976,87.45093003988698
3,Fresh Fruit Cake,qty,CV-3,3,2025-12-15,Croston,42.42190461895402,47.72204039465021,61.24441049640505,710.0,1261.4847600464025,77.67390986569049
3,Fresh Fruit Cake,qty,CV-3,3,2025-12-15,LightGBM,29.51145344079025,34.095983480298024,47.313708819019176,710.0,1093.6488947302732,54.035055595813134
4,Ferrero Rocher Cake,qty,CV-3,3,2025-12-15,Prophet,15.232562707637445,17.550183627914954,34.26323324638331,510.0,707.2974064720079,38.68576597490351
4,Ferrero Rocher Cake,qty,CV-3,3,2025-12-15,AutoARIMA,28.808600924287312,29.853728871640016,55.170243483620396,510.0,884.5118120157351,73.4336886305363
4,Ferrero Rocher Cake,qty,CV-3,3,2025-12-15,AutoETS,27.47129719768133,28.539730319474035,53.4606739618665,510.0,867.1268635698572,70.02487520977591
4,Ferrero Rocher Cake,qty,CV-3,3,2025-12-15,Croston,23.856536874488583,25.168744755958308,48.301905610660675,510.0,820.1349793683513,60.81078026830418
4,Ferrero Rocher Cake,qty,CV-3,3,2025-12-15,LightGBM,30.210369244070538,31.219085324758503,56.9254142890086,510.0,902.734800172917,77.00682356331706
5,Belgium Choco Mousse Cake,qty,CV-3,3,2025-12-15,Prophet,14.278606951971254,15.439177465867258,42.67612463686813,371.0,534.6835193630149,44.11954699811721
5,Belgium Choco Mousse Cake,qty,CV-3,3,2025-12-15,AutoARIMA,14.261427323090762,16.023064425705268,42.478353554848866,371.0,551.3600926956321,48.61458024141028
5,Belgium Choco Mousse Cake,qty,CV-3,3,2025-12-15,AutoETS,20.160305384646037,21.65005109251796,54.96732231623898,371.0,624.8317126830968,68.41825139706114
5,Belgium Choco Mousse Cake,qty,CV-3,3,2025-12-15,Croston,16.64363521113551,17.899884277057076,48.14080835693933,371.0,575.9794864256273,55.25053542469739
5,Belgium Choco Mousse Cake,qty,CV-3,3,2025-12-15,LightGBM,17.33260834005073,19.43596476134669,48.79209733247912,371.0,596.3239084206596,60.734207121471584
6,Biscoff Jar Cake,qty,CV-3,3,2025-12-15,Prophet,18.12365800503362,23.940540182000156,33.67082206421909,720.0,500.70400754470535,-30.457776729902037
6,Biscoff Jar Cake,qty,CV-3,3,2025-12-15,AutoARIMA,18.841589724531605,21.27133919312125,33.37820765762844,720.0,855.2457326891681,18.784129540162237
6,Biscoff Jar Cake,qty,CV-3,3,2025-12-15,AutoETS,21.31521157876599,24.987512926434523,36.60714966213907,720.0,937.5856396457169,30.220227728571796
6,Biscoff Jar Cake,qty,CV-3,3,2025-12-15,Croston,20.298198377235174,23.358353198055976,35.32903670268378,720.0,904.479105150549,25.62209793757625
6,Biscoff Jar Cake,qty,CV-3,3,2025-12-15,LightGBM,18.05307519162383,21.899623601284517,32.12693737739168,720.0,872.9724550851087,21.246174317376205
7,Dream Cake,qty,CV-3,3,2025-12-15,Prophet,11.00316102387285,13.209838327320345,32.07955975906977,464.0,411.7087839604254,-11.26965862921866
7,Dream Cake,qty,CV-3,3,2025-12-15,AutoARIMA,10.365703749882725,11.634011143646847,29.417129366642108,464.0,509.330359395625,9.769474007677804
7,Dream Cake,qty,CV-3,3,2025-12-15,AutoETS,10.358591863209078,11.781920192214075,29.424100926918168,464.0,450.602024882334,-2.887494637428022
7,Dream Cake,qty,CV-3,3,2025-12-15,Croston,10.358734600785256,11.781758021192015,29.42449399979995,464.0,450.6261475327085,-2.882295790364547
7,Dream Cake,qty,CV-3,3,2025-12-15,LightGBM,15.763763390143614,20.346956556987355,38.739368800887824,464.0,616.0939175394786,32.778861538680744
8,Tiramisu Cake,qty,CV-3,3,2025-12-15,Prophet,23.0563665540193,24.45299804710533,58.91545327526699,364.0,663.7327652022509,82.34416626435464
8,Tiramisu Cake,qty,CV-3,3,2025-12-15,AutoARIMA,29.229735399049723,29.873422018307974,69.58799713683787,364.0,743.9865601876464,104.3919121394633
8,Tiramisu Cake,qty,CV-3,3,2025-12-15,AutoETS,36.195323818911476,37.05795943372785,79.0807477659955,364.0,834.5392096458493,129.2690136389696
8,Tiramisu Cake,qty,CV-3,3,2025-12-15,Croston,23.4461136059067,24.070989819976056,60.257055540536186,364.0,668.799476876787,83.73612002109535
8,Tiramisu Cake,qty,CV-3,3,2025-12-15,LightGBM,27.395957985017713,30.197755724377256,64.51016288139547,364.0,720.1474538052303,97.84270708934898
9,Butterscotch Cake,qty,CV-3,3,2025-12-15,Prophet,17.721638611783497,19.5842920242656,30.291515230986565,724.0,866.3996813028984,19.66846426835614
9,Butterscotch Cake,qty,CV-3,3,2025-12-15,AutoARIMA,21.60854338505928,23.984308742177248,35.266464195592526,724.0,927.6371749375495,28.126681621208494
9,Butterscotch Cake,qty,CV-3,3,2025-12-15,AutoETS,19.039516178864343,22.090251733737713,32.05517565853956,724.0,916.5162031116433,26.59063578890101
9,Butterscotch Cake,qty,CV-3,3,2025-12-15,Croston,22.22023361300086,24.76780181121974,36.25455163624747,724.0,965.3835891451951,33.34027474381147
9,Butterscotch Cake,qty,CV-3,3,2025-12-15,LightGBM,20.16820683972746,23.092378407398925,32.88925926722585,724.0,924.5302492077847,27.697548233119427
10,Choco Vanilla Cake,qty,CV-3,3,2025-12-15,Prophet,11.49859634099238,13.500027863298298,36.708378788607995,364.0,488.2689335773813,34.13981691686299
10,Choco Vanilla Cake,qty,CV-3,3,2025-12-15,AutoARIMA,13.239173496985766,14.274254299125245,42.80382956326043,364.0,484.35962011919867,33.06582970307655
10,Choco Vanilla Cake,qty,CV-3,3,2025-12-15,AutoETS,23.024611879860572,24.68284010610398,62.91147787493999,364.0,642.961687449895,76.63782622249862
10,Choco Vanilla Cake,qty,CV-3,3,2025-12-15,Croston,18.98814709464845,20.469134407620984,55.501174192466884,364.0,584.8178962723262,60.664257217672024
10,Choco Vanilla Cake,qty,CV-3,3,2025-12-15,LightGBM,19.315660028103018,21.94262379729499,54.87965506770285,364.0,579.6745510966701,59.25125030128301
1,Choco Truffle Cake,qty,EVAL,4,2026-03-16,Prophet,88.35603736676067,96.17648751186387,38.6355397918219,2611.0,3632.813884016758,39.134963003322795
1,Choco Truffle Cake,qty,EVAL,4,2026-03-16,AutoARIMA,72.83166701151055,101.92845003606458,29.97704412390244,2611.0,3380.6168583272542,29.47594248668151
1,Choco Truffle Cake,qty,EVAL,4,2026-03-16,AutoETS,73.1540123941062,88.70952168535086,33.68595652210814,2611.0,3547.820735873086,35.879767746958485
1,Choco Truffle Cake,qty,EVAL,4,2026-03-16,Croston,69.70281234806951,85.42931847187917,32.47808652893754,2611.0,3494.7977533476123,33.849013916032646
1,Choco Truffle Cake,qty,EVAL,4,2026-03-16,LightGBM,92.6933027251422,112.07050905495615,37.975505500224095,2611.0,3710.345729867723,42.10439409681054
2,Pineapple Cake,qty,EVAL,4,2026-03-16,Prophet,30.412021871598633,34.001063003592954,46.10341916367843,721.0,1100.9859957505225,52.70263463946221
2,Pineapple Cake,qty,EVAL,4,2026-03-16,AutoARIMA,24.985503697343038,29.427784632362407,40.05489323630306,721.0,1044.1271940550594,44.81653176907897
2,Pineapple Cake,qty,EVAL,4,2026-03-16,AutoETS,21.560292596160373,25.53390676533164,36.08994863399634,721.0,978.2988276390112,35.6863838611666
2,Pineapple Cake,qty,EVAL,4,2026-03-16,Croston,21.808418588990573,25.812711529704266,36.39512287187068,721.0,982.9580823932678,36.33260504760996
2,Pineapple Cake,qty,EVAL,4,2026-03-16,LightGBM,29.278647266901274,35.66979221925503,43.67507758984468,721.0,1061.0661976518577,47.16590813479302
3,Fresh Fruit Cake,qty,EVAL,4,2026-03-16,Prophet,13.873780427301439,16.35030891578149,26.003212968816204,658.0,806.4776397999688,22.56499085105908
3,Fresh Fruit Cake,qty,EVAL,4,2026-03-16,AutoARIMA,12.601448060987488,14.203347549126676,22.986539572134078,658.0,790.5142456514824,20.13894310812802
3,Fresh Fruit Cake,qty,EVAL,4,2026-03-16,AutoETS,15.963343799104884,18.969297889173014,29.013080126028612,658.0,865.5234693883638,31.53852118364191
3,Fresh Fruit Cake,qty,EVAL,4,2026-03-16,Croston,17.51967820854484,20.296429284254025,31.247600171813282,658.0,885.7558167110832,34.61334600472389
3,Fresh Fruit Cake,qty,EVAL,4,2026-03-16,LightGBM,22.29670146347203,26.226237358422566,35.73568472435843,658.0,947.8571190251365,44.05123389439765
4,Ferrero Rocher Cake,qty,EVAL,4,2026-03-16,Prophet,12.011883044399829,15.234315796696936,29.81400228939592,555.0,618.0730437604042,11.364512389262012
4,Ferrero Rocher Cake,qty,EVAL,4,2026-03-16,AutoARIMA,12.14541804405864,16.307734610834355,30.262886759488566,555.0,522.2883130281175,-5.893997652591441
4,Ferrero Rocher Cake,qty,EVAL,4,2026-03-16,AutoETS,12.081961776124594,15.816512300061653,29.90991385172351,555.0,570.9670641827452,2.8769485013955247
4,Ferrero Rocher Cake,qty,EVAL,4,2026-03-16,Croston,12.036140754189363,16.528628152817397,29.87788395190084,555.0,526.8922125419979,-5.064466208649031
4,Ferrero Rocher Cake,qty,EVAL,4,2026-03-16,LightGBM,12.704527558718597,17.968287498032396,31.007063195346134,555.0,527.4299162572637,-4.967582656348883
5,Belgium Choco Mousse Cake,qty,EVAL,4,2026-03-16,Prophet,15.507982600607031,16.37564932211134,66.4774351877392,232.0,433.60377380789146,86.89817836547046
5,Belgium Choco Mousse Cake,qty,EVAL,4,2026-03-16,AutoARIMA,9.221753177291799,10.9594245385304,48.46259179796778,232.0,345.720935434044,49.01764458363966
5,Belgium Choco Mousse Cake,qty,EVAL,4,2026-03-16,AutoETS,14.60543469631994,16.1245710359687,64.03941113310594,232.0,421.87065105215925,81.84079786731002
5,Belgium Choco Mousse Cake,qty,EVAL,4,2026-03-16,Croston,8.711045660839519,10.570408621773334,46.541086103683476,232.0,332.8809595259826,43.48317220947525
5,Belgium Choco Mousse Cake,qty,EVAL,4,2026-03-16,LightGBM,9.251513518425858,11.034336601089441,47.98055176768669,232.0,337.6246402702154,45.527862185437684
6,Biscoff Jar Cake,qty,EVAL,4,2026-03-16,Prophet,20.986437165384032,23.612077745363116,44.6208421450021,240.0,211.41800057083987,-11.909166428816723
6,Biscoff Jar Cake,qty,EVAL,4,2026-03-16,AutoARIMA,15.943800766788442,17.02888781419428,32.97418301517198,240.0,278.59501916971107,16.08125798737961
6,Biscoff Jar Cake,qty,EVAL,4,2026-03-16,AutoETS,16.043188893220748,17.25983034302773,33.1259867611471,240.0,281.07972233051873,17.116550971049474
6,Biscoff Jar Cake,qty,EVAL,4,2026-03-16,Croston,15.997336385941718,17.151882935885897,33.05627349780689,240.0,279.933409648543,16.63892068689291
6,Biscoff Jar Cake,qty,EVAL,4,2026-03-16,LightGBM,17.50080257140565,20.879743065048068,35.36999573253191,240.0,299.08564591782863,24.619019132428598
7,Dream Cake,qty,EVAL,4,2026-03-16,Prophet,7.966404671616446,9.72326897601303,27.338531715687157,395.0,398.7382059171408,0.9463812448457766
7,Dream Cake,qty,EVAL,4,2026-03-16,AutoARIMA,9.954398192371713,12.339412390064101,31.66971680826252,395.0,514.6330464807372,30.286847210313223
7,Dream Cake,qty,EVAL,4,2026-03-16,AutoETS,9.039325384362115,11.523850291667362,29.41742751793159,395.0,499.33145363247263,26.41302623606902
7,Dream Cake,qty,EVAL,4,2026-03-16,Croston,9.048499884813827,11.53140396762061,29.44015411832051,395.0,499.47240732123055,26.44871071423558
7,Dream Cake,qty,EVAL,4,2026-03-16,LightGBM,11.752096278192768,13.25212258222271,35.572763702034,395.0,532.7213121087691,34.86615496424535
8,Tiramisu Cake,qty,EVAL,4,2026-03-16,Prophet,21.15550011922058,22.402374152712778,65.54082880634446,310.0,585.0215015498676,88.7166134031831
8,Tiramisu Cake,qty,EVAL,4,2026-03-16,AutoARIMA,8.111184815887414,9.075585697294581,34.21738086127316,310.0,346.95804677699465,11.92195057322408
8,Tiramisu Cake,qty,EVAL,4,2026-03-16,AutoETS,8.152181109134787,9.109537552681347,34.359277275084835,310.0,348.3437214887559,12.368942415727702
8,Tiramisu Cake,qty,EVAL,4,2026-03-16,Croston,8.142585511777874,9.101490234515783,34.32613836711679,310.0,348.01939029809205,12.264319450997435
8,Tiramisu Cake,qty,EVAL,4,2026-03-16,LightGBM,9.976173829426378,11.583392797804626,39.71854296519856,310.0,356.7830988761984,15.09132221812851
9,Butterscotch Cake,qty,EVAL,4,2026-03-16,Prophet,23.503256517195616,25.583660169086837,70.90616934025628,327.0,632.542334723543,93.4380228512364
9,Butterscotch Cake,qty,EVAL,4,2026-03-16,AutoARIMA,33.647466788510926,35.446375885629394,86.09194195922872,327.0,764.4170682506422,133.76668753842267
9,Butterscotch Cake,qty,EVAL,4,2026-03-16,AutoETS,33.76222833855961,35.695547146019166,85.94138420993247,327.0,765.9089684012749,134.22292611659782
9,Butterscotch Cake,qty,EVAL,4,2026-03-16,Croston,32.29278645655864,34.30900874110963,83.98233405503272,327.0,746.8062239352623,128.38110823708328
9,Butterscotch Cake,qty,EVAL,4,2026-03-16,LightGBM,27.302329339547295,29.909436004003844,76.52466032446476,327.0,681.9302814141149,108.5413704630321
10,Choco Vanilla Cake,qty,EVAL,4,2026-03-16,Prophet,7.197976843202772,9.501714404992365,48.96381602930352,254.0,182.69122126932416,-28.07432233491175
10,Choco Vanilla Cake,qty,EVAL,4,2026-03-16,AutoARIMA,11.898549203621238,19.05184045572188,54.69291264374721,254.0,265.59969972127993,4.5668109138897375
10,Choco Vanilla Cake,qty,EVAL,4,2026-03-16,AutoETS,12.84606583865152,14.334998676077166,53.420505500653746,254.0,419.5357280322343,65.17154646938359
10,Choco Vanilla Cake,qty,EVAL,4,2026-03-16,Croston,6.326820724086334,7.521599562796502,31.95155590785999,254.0,301.31895748151294,18.629510819493284
10,Choco Vanilla Cake,qty,EVAL,4,2026-03-16,LightGBM,8.633321408153817,9.922747999474863,39.57001927493008,254.0,344.2119767362515,35.51652627411475
